ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default.payment.next.month
1598,160000,1,1,1,35,1,-1,2,0,-2,-1,18985,18930,18030,19636,19888,18196,236,18930,764,1666,831,18196,0
1599,680000,1,2,2,46,0,0,0,0,0,5,239566,218925,222662,218828,213030,226175,30129,19967,37254,39430,48612,9694,0
1600,190000,2,2,2,43,1,2,5,2,1,0,119153,127487,132862,124271,132129,141361,2797,1126,3667,3854,5316,15534,0
1601,60000,1,1,2,21,2,0,0,1,1,0,13309,14998,16200,16864,18585,19294,194,1421,2360,513,505,5257,0
1602,160000,1,1,1,28,3,3,1,3,0,0,31793,29626,31418,29075,30288,29234,135,376,1187,205,6332,5914,1
1603,80000,1,1,1,29,-1,1,0,1,3,0,13529,14096,12897,13101,12592,10964,13529,598,1946,62,469,1648,0
1604,240000,1,2,2,41,0,1,-1,2,1,-1,104640,106901,112470,107197,102097,99370,7367,1185,112470,212,3089,99370,0
1605,120000,1,3,1,30,4,-2,2,4,3,0,60336,57235,58214,55601,52316,47752,2699,2444,119,2296,31,12202,0
1606,170000,2,3,1,25,-1,0,-2,2,-1,4,6364,6693,6433,7626,8511,7988,6364,554,180,253,8511,279,0
1607,250000,1,2,1,22,0,-1,-1,-1,0,-1,58284,50196,49655,48988,43083,43516,8245,50196,49655,48988,9864,43516,0
1608,520000,2,2,1,42,0,2,2,2,4,0,452943,413420,410849,456039,412588,433896,80347,9635,17524,7534,8732,61137,0
1609,80000,1,2,2,21,3,2,-1,4,4,2,34633,37437,32251,32711,35240,37350,360,604,32251,431,515,1258,0
1610,30000,2,2,1,45,0,-1,3,2,-1,-1,11778,11967,12587,12864,12397,11783,1070,11967,597,565,12397,11783,0
1611,40000,2,2,2,23,-1,-1,5,0,-1,0,13501,13013,11720,11801,13451,13681,13501,13013,185,860,13451,980,0
1612,100000,2,2,2,31,0,0,1,8,3,2,44831,45371,41145,42910,45102,43284,2653,6542,1414,1611,550,1226,0
1613,190000,2,1,1,24,0,0,-1,-1,0,-1,27224,27643,27527,29885,29399,27783,4469,1599,27527,29885,3882,27783,0
1614,120000,1,2,1,27,-1,3,1,2,7,0,11627,11071,10284,9691,8735,8529,11627,431,376,176,431,1169,0
1615,130000,1,1,2,33,0,0,0,2,0,2,13328,14137,14900,13892,11747,10423,1532,3298,3095,280,2964,121,0
1616,50000,2,1,1,34,0,-1,0,-2,-1,2,9328,8137,8285,7314,8477,8368,1122,8137,2277,461,8477,62,0
1617,150000,2,2,2,21,1,-2,1,4,0,2,67446,70213,73182,66828,72838,71716,128,5920,587,732,21150,1105,0
1618,160000,2,1,1,31,1,3,0,1,-1,1,48905,52957,60634,55967,56424,46199,1070,2277,13040,1582,56424,43,0
1619,30000,2,2,1,36,0,4,-1,0,-1,1,2391,2591,2713,2572,2768,2579,358,110,2713,630,2768,75,0
1620,520000,2,1,1,39,-1,0,0,4,2,-1,141323,134574,134612,126018,122539,125108,141323,25139,14558,5808,1264,125108,0
1621,230000,2,2,2,21,2,0,1,4,0,-1,44730,39234,37522,38734,38613,37938,2231,10394,1836,1562,10208,37938,0
1622,160000,1,4,1,31,1,0,0,0,5,-1,10594,10197,11627,12456,13550,12349,114,565,1279,3357,475,12349,0
1623,590000,2,2,2,21,0,0,0,0,3,0,359729,357534,374416,397763,363064,334510,49349,78610,79019,66664,13624,62079,1
1624,90000,2,2,1,30,-1,2,1,-1,1,0,59541,61208,61803,59900,56885,48503,59541,596,2946,59900,1421,12941,0
1625,160000,1,3,2,31,2,4,0,2,-1,2,53847,48381,46222,45976,40572,34717,1531,628,6431,425,40572,1322,0
1626,50000,2,2,1,41,1,0,5,5,2,1,14188,14995,13968,14462,13051,13488,492,1453,116,25,56,403,0
1627,430000,1,1,2,44,0,0,-1,0,-1,1,1484,1555,1618,1835,2047,1988,319,275,1618,275,2047,5,0
1628,210000,2,1,2,26,0,-1,0,-1,-1,0,11143,11584,12221,11265,10056,9183,3022,11584,713,11265,10056,2332,0
1629,80000,1,2,1,38,4,4,0,6,7,0,67212,65500,62200,67606,69818,73974,435,3155,11470,3108,1596,16867,1
1630,90000,2,2,1,41,2,-1,0,-1,7,-1,62082,63424,64403,57088,60384,61376,841,63424,9346,57088,2468,61376,0
1631,260000,2,1,1,28,-1,6,2,0,2,2,122755,112881,113733,115611,98685,87979,122755,2367,4670,13700,4696,3714,0
1632,380000,1,3,2,42,0,1,0,1,1,-1,100015,111444,96425,105314,114463,123275,6571,439,20473,3321,208,123275,0
1633,90000,2,1,2,36,3,-1,0,0,0,0,18060,19358,20041,20702,20254,20119,164,19358,4089,5526,2058,4625,0
1634,230000,2,3,1,32,-1,0,3,-1,0,0,123734,119505,105953,117606,108970,110411,123734,22561,4802,117606,19416,24494,0
1635,70000,2,3,1,36,-1,0,0,1,7,0,8292,8652,7716,7998,7800,8648,8292,1570,728,124,379,1332,0
1636,200000,1,4,1,21,-1,0,3,4,-1,0,8385,8381,8007,8171,7756,7446,8385,1258,59,95,7756,520,0
1637,140000,2,2,1,36,0,0,-1,2,0,2,7025,7215,7243,7847,8304,7844,1325,1502,7243,384,1595,287,0
1638,40000,1,1,1,27,0,2,0,0,-1,5,7306,7253,7138,7031,7301,6886,1348,45,1400,1381,7301,98,1
1639,90000,2,2,1,35,2,5,1,0,2,0,57685,58805,59254,54677,63977,70712,1017,2658,2583,13356,597,20856,0
1640,230000,2,1,1,31,4,0,-1,1,0,2,48236,48066,53869,54278,54054,54161,852,6060,53869,1741,4097,2377,0
1641,180000,2,3,2,38,4,-1,0,-1,0,1,106971,101326,100959,105196,105416,111489,5015,101326,27828,105196,10694,5290,0
1642,60000,2,1,1,46,0,-1,3,-1,0,-1,2950,2617,2580,3031,2844,2923,186,2617,43,3031,352,2923,0
1643,60000,2,1,1,36,0,2,0,-1,1,-1,26345,28833,29366,26165,23351,22112,3212,301,3423,26165,834,22112,0
1644,40000,2,3,1,44,4,0,1,0,4,-1,1600,1528,1776,1681,1658,1475,1,345,10,467,77,1475,0
1645,80000,1,1,2,26,-1,-1,2,-1,0,1,6907,6612,5981,5127,5594,6396,6907,6612,295,5127,817,208,0
1646,150000,2,1,2,48,0,3,0,-1,5,1,17188,17693,18547,17446,18148,19321,3901,676,1953,17446,196,962,0
1647,220000,1,2,1,26,1,-1,-1,7,1,0,19517,20838,20711,19509,19427,20885,254,20838,20711,949,374,1539,0
1648,40000,2,2,2,23,-1,3,6,1,1,0,7965,8122,7964,7128,7607,7486,7965,187,276,261,126,428,0
1649,150000,2,2,2,32,0,1,-1,0,3,1,60935,67087,57161,53926,51148,54620,7481,313,57161,9120,1014,1458,0
1650,60000,2,2,2,31,0,-1,3,2,0,0,16075,15009,16609,17464,18078,20224,3244,15009,47,182,3670,1079,0
1651,130000,1,3,2,21,3,1,3,-1,0,0,8223,7618,7399,6734,6892,6359,223,336,253,6734,1712,1886,1
1652,460000,1,1,1,25,-1,0,2,1,4,0,329971,366543,342421,373393,398482,445244,329971,18593,12911,2654,9164,22918,0
1653,60000,1,2,1,21,2,0,0,-1,-1,0,16827,17439,19126,19785,17205,18560,386,2397,2378,19785,17205,4117,0
1654,130000,1,2,2,23,0,-1,1,1,-1,0,25982,27179,26172,27697,28369,29850,7292,27179,1033,601,28369,3404,0
1655,20000,1,2,2,29,0,1,1,0,0,0,310,290,283,286,338,315,25,1,12,67,94,64,0
1656,190000,2,2,1,49,-2,0,3,0,0,7,5483,4909,4785,4444,4465,4429,273,609,147,758,367,189,0
1657,100000,2,1,1,42,0,-1,0,3,4,0,11327,9795,9173,9570,9140,8777,1071,9795,546,394,97,2446,0
1658,300000,1,1,1,38,3,4,2,0,6,0,3904,3670,3589,3599,3572,3606,88,25,10,473,39,987,0
1659,120000,1,1,1,55,0,0,7,0,0,3,37696,38912,38988,38553,41313,42725,4447,10852,1753,5556,5589,1930,0
1660,190000,2,1,1,21,1,0,0,3,-1,0,132520,139014,136688,139438,129202,116681,914,19991,21195,4583,129202,16135,0
1661,490000,2,1,1,34,-1,0,0,-1,-1,-2,96588,95552,79868,87001,91818,85896,96588,23065,4486,87001,91818,7482,0
1662,200000,2,2,2,54,7,3,-1,-1,2,-1,73293,73045,71908,72379,65653,68428,3361,3307,71908,72379,2291,68428,0
1663,210000,2,1,2,30,0,4,-1,0,0,0,46568,50633,51241,54695,49504,57317,4586,1581,51241,8189,6135,7886,0
1664,300000,2,2,2,27,0,3,5,-1,0,2,189387,188469,199553,203105,197289,196672,53840,403,4015,203105,37078,7986,1
1665,170000,2,3,1,43,3,0,0,0,4,0,43515,45138,40047,43897,44106,45244,927,13263,9307,11549,1580,4965,1
1666,80000,2,2,2,30,-1,0,2,2,3,5,28918,28590,25540,21263,23806,24015,28918,6035,1059,709,1038,30,0
1667,20000,1,2,1,47,2,0,0,2,1,2,9135,8872,9493,8098,6757,6304,214,1535,785,197,303,229,0
1668,90000,2,3,1,43,0,4,0,1,0,0,20019,19554,22528,24125,21717,22186,3239,323,4977,219,6345,5969,0
1669,210000,1,2,2,33,1,0,0,1,4,2,57349,60412,59290,60703,59282,59910,2336,13980,14217,516,36,2361,1
1670,100000,2,4,2,44,3,-1,0,-1,-1,0,39266,38728,36348,34529,34860,38416,275,38728,10617,34529,34860,9740,0
1671,120000,1,1,1,33,2,1,3,2,0,2,30708,27731,27333,25329,25968,23272,1271,719,321,711,3752,840,1
1672,110000,2,3,2,36,1,0,-1,2,1,0,38347,35696,33900,32949,31468,31870,1241,6179,33900,389,67,5280,0
1673,90000,2,2,2,40,0,0,0,2,1,0,41747,40875,36040,40464,39490,30718,10430,11834,2132,1797,602,6830,0
1674,210000,2,1,2,31,-1,-1,1,3,-1,1,119668,114730,126045,141659,133820,155399,119668,114730,2281,628,133820,1116,0
1675,190000,2,3,1,49,1,2,2,0,2,6,142660,152129,162111,154554,152145,145076,1752,5551,6335,35936,6088,2192,0
1676,120000,1,3,1,36,0,2,-1,3,-1,0,33412,33039,33128,37389,41957,45400,4008,774,33128,279,41957,12203,0
1677,210000,1,2,1,38,0,0,-1,4,-1,-1,30568,33250,33286,33000,32652,34077,5232,2496,33286,969,32652,34077,0
1678,140000,2,3,2,23,0,2,-1,0,-2,-1,48782,51165,48092,54720,59158,49037,8948,1607,48092,12694,2955,49037,0
1679,150000,1,1,3,29,-1,-1,0,0,-1,1,12968,12424,12778,11758,10756,11687,12968,12424,2620,1761,10756,313,0
1680,100000,2,2,2,36,-1,0,0,2,2,0,30218,33393,36771,36777,36846,31663,30218,6713,7445,649,610,9167,0
1681,100000,1,1,2,43,8,5,-2,2,3,0,5464,6130,5454,5784,5859,5236,3,151,287,226,46,1548,1
1682,100000,2,1,1,48,2,2,6,0,0,5,12250,11602,10695,10250,10284,10093,79,374,169,1600,1600,149,1
1683,120000,2,2,2,25,2,-1,1,-1,-1,0,69970,67244,70888,75119,78382,76058,3057,67244,167,75119,78382,20955,0
1684,190000,2,2,2,27,2,7,-1,2,0,0,98741,108161,113587,116369,105354,100941,2840,2357,113587,2615,13375,11467,1
1685,90000,1,1,1,24,1,0,-1,1,-1,0,3582,3050,2679,3270,3283,3332,83,718,2679,94,3283,772,1
1686,140000,2,2,1,40,8,-1,5,-1,0,2,6442,6185,6824,7365,6687,6990,288,6185,210,7365,713,106,1
1687,290000,2,1,2,48,0,0,2,2,1,2,34454,29990,29412,32413,34130,34572,4086,7424,1366,1409,125,1642,0
1688,280000,2,2,1,34,4,0,1,2,0,2,229945,241667,271127,285671,294000,294000,10567,50022,3146,13239,18548,4347,0
1689,70000,2,1,2,36,0,-1,0,-1,0,-2,49277,51343,48625,45844,44473,53640,6272,51343,14219,45844,10283,3679,0
1690,680000,2,3,1,36,0,0,6,0,7,2,130571,119589,120055,117310,126957,131307,19678,21441,2764,6486,2280,5558,0
1691,200000,1,1,1,31,2,4,-1,0,1,0,16888,17289,15846,14992,15017,16660,3,546,15846,4346,96,3135,1
1692,90000,2,2,2,24,0,2,4,3,-1,-1,419,423,419,450,474,515,67,3,12,14,474,515,0
1693,40000,2,1,3,45,0,3,-1,0,0,0,19525,20710,20724,19915,18410,19193,2128,369,20724,1830,2000,1545,0
1694,240000,1,2,2,36,2,-1,2,0,-1,-1,807,773,786,788,767,808,11,773,36,88,767,808,0
1695,180000,1,1,2,30,-2,0,2,0,-1,3,102011,112063,118341,104433,118761,135198,6874,17741,5523,23426,118761,1607,0
1696,70000,1,2,2,63,0,-1,-1,-1,-1,0,21631,22099,20538,20363,20296,16851,5135,22099,20538,20363,20296,3356,0
1697,140000,1,1,2,35,0,1,1,-1,-1,5,19875,17830,18884,16942,17167,15785,1217,857,858,16942,17167,711,0
1698,50000,1,3,2,21,-1,-1,0,-2,2,2,11742,10764,12098,14042,12729,12668,11742,10764,2080,478,621,553,0
1699,50000,2,1,2,41,3,-1,0,0,2,0,16060,16255,15770,14305,14971,13294,740,16255,2622,3869,516,1676,0
1700,110000,2,3,2,21,-2,-1,2,0,3,7,28733,26264,28700,22455,25679,25430,2269,26264,1080,5041,1191,797,0
1701,110000,2,1,1,39,-1,1,0,2,-1,0,1440,1623,1708,1720,1628,1648,1440,61,290,54,1628,475,0
1702,370000,2,1,2,39,0,0,-1,3,-1,-1,49580,57204,58670,67745,66955,70410,9011,11903,58670,2768,66955,70410,0
1703,130000,1,1,2,48,1,0,0,-1,3,3,52516,58884,64813,67809,70799,78719,1893,4546,15272,67809,2939,113,0
1704,100000,2,1,2,26,0,-1,2,-1,8,0,38776,35982,32867,34749,37227,40742,5163,35982,550,34749,898,11286,0
1705,80000,2,2,1,32,8,-1,2,0,1,0,16308,17094,18807,16883,16354,17959,471,17094,371,4660,211,2931,1
1706,160000,1,4,2,34,-1,0,-1,0,3,-2,28304,28649,31540,33858,37342,39739,28304,4008,31540,1940,964,1128,0
1707,20000,2,1,1,43,1,0,2,0,1,2,10405,11103,10472,11246,10809,9816,202,1942,503,2089,307,177,0
1708,140000,1,2,1,39,0,-1,0,2,3,3,31574,29232,29178,29716,28443,30069,8365,29232,6600,1131,471,126,0
1709,430000,2,2,2,40,0,3,0,0,0,0,38973,42075,41930,34589,35059,35261,8922,855,11976,3455,9150,3364,0
1710,260000,2,1,2,46,-2,2,-1,-1,0,2,116761,118029,116289,113545,125616,116754,3043,1955,116289,113545,17894,1377,0
1711,560000,1,1,1,33,0,0,2,0,0,4,220405,238320,223279,214580,215431,209658,58427,66676,1050,37590,58189,8645,0
1712,80000,1,3,1,48,3,0,-1,0,-1,1,6396,5642,6566,6364,6325,6316,238,847,6566,1289,6325,116,1
1713,180000,2,1,2,34,0,1,0,0,3,-1,54636,53701,48761,51379,50566,43864,10873,2414,11632,6006,405,43864,1
1714,120000,2,2,2,43,1,0,0,1,1,0,21277,20942,21602,23621,20840,22905,329,4300,1833,1133,394,4041,0
1715,310000,1,1,1,30,2,-1,0,6,5,-1,62074,67940,66418,60049,57101,51264,2498,67940,11860,745,1022,51264,0
1716,120000,2,2,1,40,2,0,0,0,0,0,20266,21696,23611,22514,21871,21897,838,4068,1812,5741,4613,1954,0
1717,280000,1,2,1,46,5,0,5,0,1,-1,215232,229868,267465,294000,278916,294000,8757,65549,9209,35545,4013,294000,0
1718,70000,2,1,2,25,1,-1,2,6,-2,-1,9109,8326,8130,7862,7534,7424,451,8326,161,268,589,7424,0
1719,120000,2,1,2,44,5,-1,0,0,0,4,9454,10403,11006,11354,12082,10780,221,10403,1726,1546,1546,14,1
1720,110000,1,1,2,37,-1,2,4,1,-1,0,15303,13692,11574,10956,11677,10830,15303,196,282,175,11677,1711,0
1721,310000,1,1,2,54,-1,0,0,-1,-1,2,200886,233277,251630,269353,299155,321217,200886,67369,53901,269353,299155,15944,0
1722,70000,1,3,2,33,0,2,2,5,0,2,3548,4167,4506,5032,4882,4697,928,183,179,133,1286,117,0
1723,100000,1,1,1,38,2,-1,0,-1,-1,1,16666,17291,14847,14327,13335,13910,195,17291,4233,14327,13335,642,0
1724,120000,1,2,2,34,3,1,0,3,0,-1,33529,34203,30791,30269,32024,33660,120,1462,3688,1048,9204,33660,0
1725,40000,2,1,2,41,0,1,4,-1,-1,2,6251,6471,6543,5941,6311,6977,1175,65,178,5941,6311,299,0
1726,110000,1,3,2,21,5,3,3,0,1,-1,62117,58186,50915,53778,48036,41497,1633,2788,658,5177,1881,41497,0
1727,140000,2,2,2,22,4,0,2,1,0,-1,53732,58852,58263,51350,55334,48790,443,9910,1316,1546,14930,48790,0
1728,390000,2,1,2,41,0,1,-1,0,1,5,70527,60040,56691,58522,56673,61120,7895,847,56691,8430,1626,552,0
1729,110000,2,4,1,35,0,4,0,0,0,2,673,683,663,659,616,632,42,9,165,162,102,13,0
1730,120000,2,1,1,21,0,-1,0,-1,2,7,35712,35215,37588,37377,36444,38665,8038,35215,9452,37377,1191,1059,0
1731,90000,1,2,2,29,5,1,4,0,0,1,62457,50335,49950,48861,52269,53510,775,1053,754,13484,13359,2530,0
1732,90000,2,2,1,31,2,-1,2,0,1,5,72815,83532,79634,80671,83339,89793,1428,83532,2470,8910,2747,2948,0
1733,110000,2,2,1,31,0,2,3,2,0,0,26378,25944,28806,24951,27957,29452,6072,1244,918,1006,2995,3791,0
1734,120000,2,3,1,44,-2,0,3,1,4,2,10012,10850,10702,9628,9930,9346,915,1332,383,478,356,393,0
1735,170000,1,3,2,47,-1,0,1,-1,8,-1,36020,37762,38432,40613,39079,39305,36020,10770,1054,40613,1777,39305,0
1736,200000,2,3,1,21,-1,0,3,-1,3,2,43826,45755,49452,47941,42624,45000,43826,4813,655,47941,1661,712,0
1737,100000,2,3,1,34,2,-1,0,-1,-1,2,27240,28318,25157,24717,24881,22009,936,28318,2746,24717,24881,437,1
1738,150000,1,2,2,36,0,-1,2,0,0,0,26598,29364,29768,28772,28766,26390,4909,29364,24,3832,7564,3290,0
1739,100000,1,1,2,21,-1,-1,-1,-1,1,0,55146,53414,59383,61013,57339,53739,55146,53414,59383,61013,2012,15197,0
1740,80000,2,2,1,47,1,1,-1,2,0,-1,16492,14931,13542,14211,12878,12780,39,433,13542,2,3313,12780,0
1741,300000,2,2,2,38,0,1,0,2,-1,0,59135,58996,56224,60771,60461,62994,4987,170,10134,1908,60461,16241,0
1742,130000,2,1,1,43,4,2,3,0,0,0,68205,71676,71970,62701,69272,77786,3043,357,1989,12883,7895,11240,0
1743,90000,2,2,2,31,4,0,2,-1,0,-1,4908,4830,4904,4597,4730,4653,204,707,137,4597,980,4653,0
1744,160000,1,3,2,28,8,0,2,0,0,1,18749,22127,20284,18835,17931,16541,559,1261,861,2954,3303,75,1
1745,280000,2,1,1,30,0,1,-1,2,0,1,188909,189456,189915,201057,180722,165716,10205,6142,189915,3737,33808,7073,0
1746,90000,2,3,2,34,0,0,-1,0,0,1,15296,14628,15504,14733,14238,15398,1599,1373,15504,2708,1135,444,0
1747,170000,1,2,1,31,6,2,2,-1,2,2,38173,33533,34633,33054,31609,30167,1474,937,122,33054,1230,526,1
1748,190000,1,1,2,43,6,0,7,1,-2,5,33326,35600,37836,35609,36314,41194,122,7958,1741,1420,1206,1563,1
1749,150000,2,3,2,60,-1,0,2,-1,1,0,17726,18529,21035,21715,19752,23371,17726,1787,197,21715,441,3433,0
1750,130000,1,3,1,40,0,0,0,2,3,0,64651,62525,59429,57640,64252,60580,10421,15856,17577,1070,2246,15977,0
1751,460000,2,1,1,21,0,2,3,0,-1,1,54638,53426,54490,47664,43778,42853,16263,1218,1024,6492,43778,1994,0
1752,100000,1,1,3,36,4,-1,1,-1,-1,1,13242,13524,13358,13055,13273,12154,494,13524,12,13055,13273,530,0
1753,130000,1,2,1,24,-1,0,1,-1,-1,-1,92143,101472,98998,96044,92628,103158,92143,22272,4885,96044,92628,103158,0
1754,100000,1,2,2,31,0,3,2,0,-1,2,5009,4991,4646,4488,3936,4151,584,162,37,590,3936,138,1
1755,170000,2,1,1,35,0,0,2,1,0,2,102244,92388,98195,90909,95265,95962,5629,17130,4500,1130,23319,1926,0
1756,40000,2,1,1,33,4,2,-2,-1,2,-1,9819,8503,7876,8591,8721,8863,358,179,267,8591,258,8863,0
1757,280000,2,2,1,25,-1,4,3,2,0,5,139221,134229,128109,120968,107403,98540,139221,456,2422,4296,12154,4160,0
1758,50000,2,2,1,40,0,-1,2,-1,1,3,41199,38832,37846,38479,41550,37394,10072,38832,1188,38479,1708,1646,0
1759,180000,1,1,1,21,1,0,4,0,-1,3,84434,76631,63088,58963,63755,57976,2587,22056,477,13417,63755,1819,0
1760,90000,2,3,2,39,0,-2,-1,0,7,0,44682,47501,48093,49810,45663,43125,4962,2350,48093,12024,809,2630,0
1761,400000,2,3,1,27,-2,0,0,3,0,0,189366,174659,188177,166079,164814,170548,17584,18966,55202,3957,31511,23174,0
1762,160000,2,3,2,38,-1,-2,0,-1,-1,0,81194,87837,82255,86399,95352,94410,81194,4423,19769,86399,95352,8919,0
1763,30000,1,1,2,23,0,0,7,2,-1,2,2677,2924,3294,3528,3776,3580,466,807,56,135,3776,177,0
1764,110000,2,3,1,37,3,-1,0,2,-1,0,66385,67593,71436,63857,75712,71839,481,67593,4935,1206,75712,10748,0
1765,180000,1,2,2,48,0,-1,0,0,5,1,32917,33780,31668,31280,33025,29639,2461,33780,2975,7598,1161,853,0
1766,110000,1,1,1,30,-1,-1,3,2,4,-1,32238,29019,27951,27096,25630,26317,32238,29019,43,291,26,26317,0
1767,70000,2,2,3,29,8,4,-1,0,0,-2,28901,28704,31405,32792,33280,28981,293,143,31405,7543,5192,698,1
1768,20000,2,1,2,39,3,2,-1,0,0,1,2259,2384,2288,2462,2620,2437,75,85,2288,292,181,17,1
1769,500000,1,2,2,37,-1,3,-1,2,3,0,293479,262664,272099,261231,264263,285316,293479,5431,272099,5759,11320,76142,0
1770,820000,1,2,1,22,-1,2,1,-1,-1,1,337381,366046,363199,376465,359967,378078,337381,2269,15779,376465,359967,1399,0
1771,60000,2,2,2,45,1,-1,2,1,0,5,22778,22676,21200,22545,21941,23741,885,22676,857,13,4497,805,0
1772,160000,2,1,3,42,0,-1,0,0,3,-2,117358,123907,119379,111189,109148,103628,31606,123907,12759,28148,2633,6857,0
1773,100000,2,2,1,47,-1,0,-1,0,3,0,15609,16254,15984,14683,17298,14729,15609,1863,15984,2815,277,1134,0
1774,260000,2,1,2,40,-1,0,3,0,0,0,18587,17187,15934,15209,16339,16396,18587,2483,214,1177,1277,3833,0
1775,110000,2,3,1,52,0,-1,2,0,-1,3,2962,2583,2313,2168,1817,2031,545,2583,2,421,1817,0,0
1776,110000,1,2,1,21,0,1,-1,-2,2,1,36305,38400,41171,42806,43868,45779,7457,1399,41171,2743,1548,525,0
1777,50000,2,1,1,49,2,0,3,0,0,2,3148,3340,3181,2878,3101,3114,78,453,72,676,616,17,1
1778,80000,2,1,2,31,0,0,-1,2,-1,0,33384,30643,30304,30029,34839,35117,1925,2989,30304,1181,34839,7270,0
1779,240000,1,2,1,30,0,2,3,2,2,0,34178,39895,39874,42263,41028,39868,4194,1099,850,194,1003,8879,0
1780,200000,2,2,1,28,6,2,-1,4,-1,3,7710,7737,8069,7981,8077,8155,272,109,8069,50,8077,156,1
1781,120000,1,2,2,40,4,0,-1,0,1,0,5033,5691,4809,4713,4939,5151,10,1134,4809,1371,206,1078,0
1782,340000,2,1,1,42,1,-1,1,1,-1,0,71586,66915,67121,58119,56555,57054,2931,66915,213,1180,56555,6374,0
1783,60000,2,2,2,31,2,0,0,0,0,0,7831,8096,9016,9656,10477,9823,78,1280,496,2065,2695,1828,0
1784,60000,2,1,2,38,3,-1,3,2,1,0,736,855,811,729,760,748,34,855,12,33,9,151,1
1785,120000,2,2,2,60,0,5,1,-1,-1,0,4013,4665,5118,4870,4413,4753,448,201,52,4870,4413,533,0
1786,260000,2,3,1,29,6,1,-1,0,3,2,19800,16687,17305,16201,14278,13631,304,163,17305,1475,288,178,0
1787,410000,2,2,2,31,0,0,1,1,0,0,287711,322057,316301,340105,320413,345005,35766,56118,2873,16299,82632,33698,0
1788,30000,2,1,1,48,-1,5,0,-1,3,0,2311,2358,2253,1854,1746,1934,2311,110,186,1854,62,185,0
1789,80000,1,4,2,21,0,-1,3,3,7,2,8852,9013,9784,9606,9878,9247,823,9013,475,242,310,157,0
1790,320000,2,1,1,37,0,8,0,4,-1,0,113839,105659,99167,94383,97433,86275,18909,2555,5344,2172,97433,4324,0
1791,50000,1,2,1,21,0,-1,1,0,1,2,5293,5348,5520,6068,6506,7093,463,5348,200,439,138,278,0
1792,30000,2,2,1,22,-1,0,1,-1,-1,0,8244,9879,9302,9968,10327,11676,8244,1935,388,9968,10327,2934,0
1793,110000,2,1,2,24,6,8,0,1,-1,0,68520,73909,76198,64303,70234,79509,2838,3208,5280,167,70234,5381,1
1794,300000,2,1,2,27,0,0,4,2,0,0,175095,193568,198231,222176,214548,202800,17807,32043,7421,2045,28473,50720,0
1795,150000,1,1,1,24,3,0,1,-1,5,2,29881,28911,28762,30314,33970,31152,229,7115,1041,30314,248,1269,1
1796,310000,1,3,1,37,1,3,5,0,4,3,41448,44847,43340,45163,50354,45311,1114,513,321,6228,1864,1727,0
1797,420000,2,3,1,48,-1,3,2,5,2,1,72373,64943,62919,64069,66394,61903,72373,2957,1379,357,1412,1181,0
1798,300000,1,2,2,54,0,3,2,3,1,0,42100,44263,40814,39413,44300,38616,5034,283,809,768,68,6822,0
1799,360000,1,1,1,26,-1,-1,3,0,2,-1,268136,257282,256785,240161,219756,232543,268136,257282,1876,33091,8175,232543,0
1800,40000,1,3,2,42,0,0,0,2,3,-1,11013,10189,11301,10683,10250,10022,2417,1237,1262,481,264,10022,1
1801,90000,2,2,2,46,-1,2,-1,-1,0,6,58489,63043,55625,47680,45329,45596,58489,2297,55625,47680,12415,451,0
1802,70000,2,2,3,36,-2,0,0,1,-1,2,24490,28148,29418,27814,29067,30484,1286,7649,6195,182,29067,825,0
1803,100000,1,2,2,42,2,0,1,2,0,1,14571,14268,14575,14240,14137,11337,373,3036,590,511,3372,104,0
1804,260000,1,2,1,39,3,0,3,0,0,0,121299,114226,97564,98948,100185,106355,4406,32242,4197,20801,29648,24072,1
1805,230000,1,2,1,39,1,-1,-1,2,0,0,28937,29602,31698,30683,28971,29025,1439,29602,31698,1270,7849,3371,0
1806,110000,2,2,1,28,-1,0,2,1,-2,4,32047,33949,33411,37279,42983,41349,32047,2508,534,961,3642,1123,0
1807,310000,2,2,1,21,0,4,3,-1,-1,-1,76112,73357,74513,82180,72446,68584,15925,1525,3198,82180,72446,68584,0
1808,50000,1,3,1,32,-1,-1,0,0,2,0,16715,15486,14520,16314,16750,15162,16715,15486,4330,2183,279,2057,0
1809,640000,1,1,2,28,0,0,2,0,2,-1,370106,383344,412747,403834,396010,402846,103530,31540,11606,56803,19115,402846,0
1810,220000,1,2,2,32,0,0,0,-1,2,-2,12209,11284,12054,12416,11176,10640,3378,1296,2009,12416,337,865,0
1811,390000,2,1,2,44,0,2,2,2,3,1,38676,38779,40829,48449,46742,42787,6565,249,353,2112,148,1610,0
1812,100000,2,2,1,48,2,2,1,0,0,0,72534,81113,85619,89815,93189,89881,1978,4035,760,25665,22347,5318,1
1813,80000,1,1,2,36,0,3,1,-1,2,-1,6652,6426,6163,6700,6719,6582,1279,96,59,6700,32,6582,0
1814,360000,1,1,1,24,-1,0,1,-1,1,-2,242377,227913,209265,225062,230782,234049,242377,21978,5076,225062,4247,15807,0
